edge1_x, edge1_y, edge2_x, edge2_y
0.564408,0.34944,0.566433,0.345853
0.566433,0.345853,0.580336,0.227555
0.580336,0.227555,0.565673,0.209871
0.565673,0.209871,0.338931,0.233719
0.338931,0.233719,0.322219,0.256514
0.322219,0.256514,0.301965,0.414411
0.301965,0.414411,0.437732,0.47964
0.437732,0.47964,0.564408,0.34944
0.705468,0.732906,0.657523,0.627274
0.657523,0.627274,0.643592,0.62682
0.643592,0.62682,0.470877,0.834696
0.470877,0.834696,0.490744,0.867955
0.490744,0.867955,0.705468,0.732906
0.860991,0.837266,1,0.849177
1,0.849177,1,0.540012
1,0.540012,0.891155,0.566799
0.891155,0.566799,0.860991,0.837266
0.656352,0.383266,0.742901,0.470741
0.742901,0.470741,0.787944,0.372728
0.787944,0.372728,0.769955,0.263319
0.769955,0.263319,0.656352,0.383266
0.569798,0.107401,0.640338,2.35659e-09
0.640338,2.35659e-09,0.373243,0
0.373243,0,0.381527,0.0215808
0.381527,0.0215808,0.569798,0.107401
0.769955,0.263319,0.769622,0.255385
0.769622,0.255385,0.759634,0.247071
0.759634,0.247071,0.580336,0.227555
0.580336,0.227555,0.566433,0.345853
0.566433,0.345853,0.656352,0.383266
0.656352,0.383266,0.769955,0.263319
0.171296,0.204145,0.108113,0.137703
0.108113,0.137703,1.60881e-09,0.166772
1.60881e-09,0.166772,0,0.500531
0,0.500531,0.171296,0.204145
0.787944,0.372728,0.742901,0.470741
0.742901,0.470741,0.734545,0.556527
0.734545,0.556527,0.891155,0.566799
0.891155,0.566799,1,0.540012
1,0.540012,1,0.417278
1,0.417278,0.787944,0.372728
0.776284,0.920618,0.798657,0.848487
0.798657,0.848487,0.736845,0.794623
0.736845,0.794623,0.516457,0.916877
0.516457,0.916877,0.517998,0.959946
0.517998,0.959946,0.776284,0.920618
0.490744,0.867955,0.516457,0.916877
0.516457,0.916877,0.736845,0.794623
0.736845,0.794623,0.705468,0.732906
0.705468,0.732906,0.490744,0.867955
0.285416,0.422971,-2.32346e-09,0.525051
-2.32346e-09,0.525051,0,0.668633
0,0.668633,0.286951,0.749459
0.286951,0.749459,0.316514,0.680755
0.316514,0.680755,0.285416,0.422971
0.365243,0.78557,0.470877,0.834696
0.470877,0.834696,0.643592,0.62682
0.643592,0.62682,0.519173,0.574754
0.519173,0.574754,0.365243,0.78557
0.707096,0.576914,0.734545,0.556527
0.734545,0.556527,0.742901,0.470741
0.742901,0.470741,0.656352,0.383266
0.656352,0.383266,0.566433,0.345853
0.566433,0.345853,0.564408,0.349439
0.564408,0.349439,0.707096,0.576914
0.77639,-4.91355e-09,0.640338,0
0.640338,0,0.569798,0.107401
0.569798,0.107401,0.565673,0.209871
0.565673,0.209871,0.580336,0.227555
0.580336,0.227555,0.759634,0.247071
0.759634,0.247071,0.77639,-4.91355e-09
0.174279,0.0210961,0.178001,-1.62824e-09
0.178001,-1.62824e-09,0,0
0,0,0,0.166772
0,0.166772,0.108113,0.137703
0.108113,0.137703,0.174279,0.0210961
0.316514,0.680755,0.286951,0.749459
0.286951,0.749459,0.328182,0.784837
0.328182,0.784837,0.365243,0.78557
0.365243,0.78557,0.519173,0.574754
0.519173,0.574754,0.458207,0.515166
0.458207,0.515166,0.316514,0.680755
0.891155,0.566799,0.734545,0.556527
0.734545,0.556527,0.707096,0.576914
0.707096,0.576914,0.657523,0.627274
0.657523,0.627274,0.705468,0.732906
0.705468,0.732906,0.736845,0.794623
0.736845,0.794623,0.798657,0.848487
0.798657,0.848487,0.860991,0.837266
0.860991,0.837266,0.891155,0.566799
2.21951e-09,0.500531,0,0.525051
0,0.525051,0.285416,0.422971
0.285416,0.422971,0.301965,0.414411
0.301965,0.414411,0.322219,0.256514
0.322219,0.256514,0.171296,0.204145
0.171296,0.204145,2.21951e-09,0.500531
0.517998,0.959946,0.510099,1
0.510099,1,0.771082,1
0.771082,1,0.776284,0.920618
0.776284,0.920618,0.517998,0.959946
0.771082,1,1,1
1,1,1,0.849177
1,0.849177,0.860991,0.837266
0.860991,0.837266,0.798657,0.848487
0.798657,0.848487,0.776284,0.920618
0.776284,0.920618,0.771082,1
0.33779,0.219373,0.381527,0.0215808
0.381527,0.0215808,0.373243,-5.98504e-10
0.373243,-5.98504e-10,0.178001,0
0.178001,0,0.174279,0.021096
0.174279,0.021096,0.33779,0.219373
0.381527,0.0215808,0.33779,0.219373
0.33779,0.219373,0.338931,0.233719
0.338931,0.233719,0.565673,0.209871
0.565673,0.209871,0.569798,0.107401
0.569798,0.107401,0.381527,0.0215808
1,0.417278,1,0.21352
