vertex_x,vertex_y
0.635909,0.228477
0.525025,0.155541
0.42776,0.184158
0.378407,0.369833
0.580836,0.346324
0.619725,0.903509
0.688961,1
0.74654,1
0.815799,0.858898
0.69747,0.771608
0.648792,0.838421
0.937375,0.816931
1,0.830995
1,0.480178
0.849042,0.571092
0.704669,0.397951
0.731529,0.408505
0.794952,0.343496
0.739526,0.190137
0.66196,0.227269
0.537269,0.140566
0.826104,0.0169927
0.840438,-9.77215e-10
0.559946,0
0.66196,0.227269
0.635909,0.228477
0.580836,0.346324
0.681785,0.395626
0.704669,0.397951
0.165462,0.284075
0.115725,0.18406
0.0970872,0.169157
-8.41639e-10,0.163429
0,0.367728
0.831316,0.338378
0.794952,0.343497
0.731529,0.408504
0.764906,0.552138
0.849042,0.571092
1,0.480178
1,0.433255
0.648792,0.838421
0.69747,0.771608
0.613429,0.661727
0.597266,0.660494
0.533191,0.739666
0.492514,0.868375
0.536132,0.876663
0.536132,0.876663
0.619725,0.903509
0.648792,0.838421
3.46452e-09,0.632271
0,0.705177
0.0800432,0.718239
0.224532,0.726896
0.296642,0.652749
0.420934,0.506386
0.377421,0.371144
0.245484,0.361747
0.255091,0.755653
0.319325,0.854101
0.482203,0.880341
0.492514,0.868374
0.533191,0.739666
0.512609,0.739334
0.681785,0.395626
0.580836,0.346324
0.378407,0.369833
0.377421,0.371144
0.420934,0.506386
0.491296,0.552355
0.537269,0.140566
0.525025,0.155541
0.635909,0.228477
0.66196,0.227269
0.739526,0.190137
0.826104,0.0169927
0.138815,1.37888e-09
0,0
0,0.163429
0.0970871,0.169157
0.296642,0.652749
0.224532,0.726896
0.255091,0.755653
0.512609,0.739334
0.849042,0.571092
0.764906,0.552138
0.613429,0.661727
0.69747,0.771608
0.815799,0.858898
0.937375,0.816931
1.19433e-09,0.367728
0,0.632271
0.245484,0.361747
0.165462,0.284075
0.536131,0.876663
0.492514,0.868375
0.482203,0.880341
0.493301,1
0.688961,1
0.619725,0.903509
0.74654,1
1,1
1,0.830995
0.937375,0.816931
0.815799,0.858898
0.359043,0.0703198
0.351544,-3.41759e-10
0.138815,0
0.0970871,0.169157
0.115725,0.18406
0.559946,-1.73235e-10
0.351544,0
0.359043,0.0703198
0.42776,0.184158
0.525025,0.155541
0.537269,0.140566
0.831316,0.338378
1,0.433255
1,0.0925963
0.115725,0.18406
0.165462,0.284075
0.245484,0.361747
0.377421,0.371144
0.378407,0.369833
0.42776,0.184158
0.359043,0.0703198
0.319325,0.854101
0.287576,1
0.493301,1
0.482203,0.880341
0.0800429,0.718239
-2.01726e-09,0.705177
0,1
0.236831,1
1,0.0925963
1,0
0.840438,0
0.826104,0.0169927
0.739526,0.190137
0.794952,0.343497
0.831316,0.338378
0.512609,0.739334
0.533191,0.739666
0.597266,0.660494
0.491296,0.552355
0.420934,0.506386
0.296642,0.652749
0.491296,0.552355
0.597266,0.660494
0.613429,0.661727
0.764906,0.552138
0.731529,0.408505
0.704669,0.397951
0.681785,0.395626
0.236831,1
0.287576,1
0.319325,0.854101
0.255091,0.755653
0.224532,0.726896
0.0800429,0.718239
