edge1_x, edge1_y, edge2_x, edge2_y
0.632471,0.229057,0.528947,0.156513
0.528947,0.156513,0.42431,0.186461
0.42431,0.186461,0.372266,0.369716
0.372266,0.369716,0.381102,0.380089
0.381102,0.380089,0.582037,0.346999
0.582037,0.346999,0.632471,0.229057
0.617523,0.900952,0.704888,1
0.704888,1,0.743246,1
0.743246,1,0.81323,0.859286
0.81323,0.859286,0.694265,0.766158
0.694265,0.766158,0.642523,0.843939
0.642523,0.843939,0.617523,0.900952
0.935584,0.818017,1,0.832141
1,0.832141,1,0.482898
1,0.482898,0.849126,0.570619
0.849126,0.570619,0.935584,0.818017
0.702033,0.39906,0.731945,0.411318
0.731945,0.411318,0.799133,0.340479
0.799133,0.340479,0.73686,0.195526
0.73686,0.195526,0.663166,0.227953
0.663166,0.227953,0.702033,0.39906
0.539169,0.142955,0.828036,3.36923e-10
0.828036,3.36923e-10,0.553165,0
0.553165,0,0.539169,0.142955
0.663166,0.227953,0.632471,0.229057
0.632471,0.229057,0.582037,0.346999
0.582037,0.346999,0.684882,0.397013
0.684882,0.397013,0.702033,0.39906
0.702033,0.39906,0.663166,0.227953
0.165509,0.279457,0.11467,0.179335
0.11467,0.179335,0.0973897,0.16534
0.0973897,0.16534,1.82804e-09,0.160799
1.82804e-09,0.160799,0,0.36745
0,0.36745,0.165509,0.279457
0.824723,0.33706,0.799133,0.340479
0.799133,0.340479,0.731945,0.411318
0.731945,0.411318,0.762994,0.551811
0.762994,0.551811,0.849126,0.570619
0.849126,0.570619,1,0.482898
1,0.482898,1,0.433084
1,0.433084,0.824723,0.33706
0.642523,0.843939,0.694265,0.766158
0.694265,0.766158,0.613059,0.662541
0.613059,0.662541,0.59637,0.661448
0.59637,0.661448,0.548308,0.719831
0.548308,0.719831,0.542505,0.727879
0.542505,0.727879,0.492007,0.871496
0.492007,0.871496,0.517827,0.876108
0.517827,0.876108,0.642523,0.843939
0.517827,0.876108,0.617523,0.900952
0.617523,0.900952,0.642523,0.843939
0.642523,0.843939,0.517827,0.876108
0.421547,0.502135,0.381102,0.380089
0.381102,0.380089,0.372265,0.369716
0.372265,0.369716,0.253295,0.362787
0.253295,0.362787,2.12958e-09,0.624141
2.12958e-09,0.624141,0,0.70885
0,0.70885,0.0357583,0.714584
0.0357583,0.714584,0.226654,0.72747
0.226654,0.72747,0.278492,0.673219
0.278492,0.673219,0.421547,0.502135
0.261878,0.760471,0.319827,0.850146
0.319827,0.850146,0.484817,0.879567
0.484817,0.879567,0.492007,0.871496
0.492007,0.871496,0.542505,0.727879
0.542505,0.727879,0.261878,0.760471
0.684882,0.397013,0.582037,0.346999
0.582037,0.346999,0.381102,0.380089
0.381102,0.380089,0.421547,0.502135
0.421547,0.502135,0.487176,0.547307
0.487176,0.547307,0.684882,0.397013
0.539169,0.142954,0.528947,0.156513
0.528947,0.156513,0.632471,0.229057
0.632471,0.229057,0.663166,0.227953
0.663166,0.227953,0.73686,0.195526
0.73686,0.195526,0.831382,4.06447e-09
0.831382,4.06447e-09,0.828036,0
0.828036,0,0.539169,0.142954
0.141317,1.74436e-09,0,0
0,0,0,0.160799
0,0.160799,0.0973897,0.16534
0.0973897,0.16534,0.141317,1.74436e-09
0.278491,0.673219,0.226654,0.72747
0.226654,0.72747,0.261878,0.760471
0.261878,0.760471,0.542505,0.727879
0.542505,0.727879,0.548308,0.719831
0.548308,0.719831,0.278491,0.673219
0.849126,0.570619,0.762994,0.551811
0.762994,0.551811,0.613059,0.662541
0.613059,0.662541,0.694265,0.766157
0.694265,0.766157,0.813231,0.859286
0.813231,0.859286,0.935584,0.818017
0.935584,0.818017,0.849126,0.570619
1.46455e-09,0.36745,0,0.624141
0,0.624141,0.253295,0.362787
0.253295,0.362787,0.165509,0.279457
0.165509,0.279457,1.46455e-09,0.36745
0.517826,0.876108,0.492007,0.871496
0.492007,0.871496,0.484817,0.879567
0.484817,0.879567,0.493815,1
0.493815,1,0.704888,1
0.704888,1,0.617523,0.900952
0.617523,0.900952,0.517826,0.876108
0.743246,1,1,1
1,1,1,0.832141
1,0.832141,0.935584,0.818017
0.935584,0.818017,0.81323,0.859286
0.81323,0.859286,0.743246,1
0.359368,0.0744788,0.352082,-5.00253e-11
0.352082,-5.00253e-11,0.141317,0
0.141317,0,0.0973897,0.16534
0.0973897,0.16534,0.11467,0.179335
0.11467,0.179335,0.359368,0.0744788
0.553165,1.42448e-09,0.352082,0
0.352082,0,0.359368,0.0744788
0.359368,0.0744788,0.42431,0.186461
0.42431,0.186461,0.528947,0.156513
0.528947,0.156513,0.539169,0.142955
0.539169,0.142955,0.553165,1.42448e-09
0.824723,0.33706,1,0.433084
1,0.433084,1,0.111205
1,0.111205,0.824723,0.33706
